Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
alter	ADJA.Pos.Nom.Sg.Masc	alter
König	NN.Nom.Sg.Masc	König
,	$,	,
der	PRELS.Nom.Sg.Masc	der
hatte	VAFIN.3.Sg.Past.Ind	haben
einen	ART.Acc.Sg.Masc	ein
Sohn	NN.Acc.Sg.Masc	Sohn
und	KON	und
drei	CARD	drei
Töchter	NN.Acc.Pl.Fem	Tochter
und	KON	und
verordnete	VVFIN.3.Sg.Past.Ind	verordnen
,	$,	,
als	KOUS	als
er	PPER.3.Nom.Sg.Masc	er
seinen	PPOSAT.Acc.Sg.Masc	sein
letzten	ADJA.Pos.Acc.Sg.Masc	letzter
Willen	NN.Acc.Sg.Masc	Wille
aussprach	VVFIN.3.Sg.Past.Ind	aussprechen
,	$,	,
daß	KOUS	daß
die	ART.Nom.Pl.Fem	der
Töchter	NN.Nom.Pl.Fem	Tochter
erst	ADV	erst
sechs	CARD	sechs
Jahre	NN.Acc.Pl.Neut	Jahr
nach	APPR	nach
seinem	PPOSAT.Dat.Sg.Masc	sein
Tode	NN.Dat.Sg.Masc	Tod
heirathen	VVINF.Inf	heirathen
sollten	VMFIN.3.Pl.Past.Subj	sollen
.	$.	.

