Es	PPER.3.Nom.Sg.Neut	es
ist	VAFIN.3.Sg.Pres.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
alte	ADJA.Pos.Nom.Sg.Fem	alt
Geiß	NN.Nom.Sg.Fem	Geiß
gewesen	VAPP.Psp	sein
,	$,	,
die	PRELS.Nom.Sg.Fem	der
hatte	VAFIN.3.Sg.Past.Ind	haben
sieben	CARD	sieben
junge	ADJA.Pos.Acc.Sg.Fem	jung
Zicklein	NN.Acc.Sg.Fem	Zicklein
,	$,	,
und	KON	und
wie	PWAV	wie
sie	PPER.3.Nom.Sg.Fem	sie
einmal	ADV	einmal
fort	ADJD.Pos	fort
in	APPR	in
den	ART.Acc.Sg.Masc	der
Wald	NN.Acc.Sg.Masc	Wald
wollte	VMFIN.3.Sg.Past.Ind	wollen
,	$,	,
hat	VAFIN.3.Sg.Pres.Ind	haben
sie	PPER.3.Nom.Sg.Fem	sie
gesagt	VVPP.Psp	sagen
:	$.	:
»	$(	»
Ihr	PPER.2.Nom.Pl.*	ihr
lieben	VVFIN.3.Pl.Pres.Ind	lieben
Zicklein	NN.Acc.Sg.Neut	Zicklein
,	$,	,
nehmt	VVFIN.2.Pl.Pres.Ind	nehmen
euch	PPER.2.Dat.Pl.*	euch
in	APPR	in
acht	CARD	acht
vor	APPR	vor
dem	ART.Dat.Sg.Masc	der
Wolf	NN.Dat.Sg.Masc	Wolf
und	KON	und
laßt	VVIMP.2.Pl.Imp	lassen
ihn	PPER.3.Acc.Sg.Masc	ihn
nicht	PTKNEG	nicht
herein	PTKVZ	herein
,	$,	,
sonst	ADV	sonst
seid	VAFIN.2.Pl.Pres.Ind	sein
ihr	PPER.3.Dat.Sg.Fem	ihr
alle	PIS.Nom.Pl.*	alle
verloren	VVPP.Psp	verlieren
.	$.	.
«	$(	«

