Es	PPER.3.Nom.Sg.Neut	es
gab	VVFIN.3.Sg.Past.Ind	geben
eben	ADV	eben
keine	PIAT.Acc.Pl.Masc	kein
Kriege	NN.Acc.Pl.Masc	Krieg
in	APPR	in
Afrika	NE.Dat.Sg.Neut	Afrika
und	KON	und
Asien	NE.Dat.Sg.Neut	Asien
mehr	ADV	mehr
,	$,	,
wo	PWAV	wo
der	ART.Nom.Sg.Masc	der
Hauptmann	NN.Nom.Sg.Masc	Hauptmann
Felsenschneider	NE.Nom.Sg.Masc	Felsenschneider
sengen	VVFIN.3.Pl.Pres.Ind	sengen
,	$,	,
brennen	VVINF.Inf	brennen
,	$,	,
stechen	VVINF.Inf	stechen
,	$,	,
hauen	VVINF.Inf	hauen
und	KON	und
nach	APPR	nach
Herzenslust	NN.Dat.Sg.Fem	Herzenslust
eßen	VVINF.Inf	essen
und	KON	und
trinken	VVINF.Inf	trinken
konnte	VMFIN.3.Sg.Past.Ind	können
.	$.	.

