Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
sehr	ADV	sehr
kalter	ADJA.Pos.Nom.Sg.Masc	kalter
Winter	NN.Nom.Sg.Masc	Winter
,	$,	,
da	ADV	da
fuhr	VVFIN.3.Sg.Past.Ind	fahren
ein	ART.Nom.Sg.Masc	ein
Postillion	NN.Nom.Sg.Masc	Postillion
auf	APPR	auf
dem	ART.Dat.Sg.Masc	der
Schwarzwalde	NE.Dat.Sg.Masc	Schwarzwalde
in	APPR	in
einem	ART.Dat.Sg.Masc	ein
Hohlwege	NN.Dat.Sg.Masc	Hohlweg
und	KON	und
sah	VVFIN.3.Sg.Past.Ind	sehen
einen	ART.Acc.Sg.Masc	ein
Wagen	NN.Acc.Sg.Masc	Wagen
auf	APPR	auf
sich	PRF.3.Acc.Sg	sich
zukommen	VVFIN.3.Pl.Pres.Ind	zukommen
,	$,	,
nahm	VVFIN.3.Sg.Past.Ind	nehmen
sein	PPOSAT.Acc.Sg.Neut	sein
Horn	NN.Acc.Sg.Neut	Horn
und	KON	und
wollte	VMFIN.3.Sg.Past.Ind	wollen
dem	ART.Dat.Sg.Masc	der
Fuhrmann	NN.Dat.Sg.Masc	Fuhrmann
ein	ART.Acc.Sg.Neut	ein
Zeichen	NN.Acc.Sg.Neut	Zeichen
geben	VVINF.Inf	geben
,	$,	,
daß	KOUS	daß
er	PPER.3.Nom.Sg.Masc	er
stillhalte	VVFIN.3.Sg.Pres.Subj	stillhalten
und	KON	und
ihn	PPER.3.Acc.Sg.Masc	ihn
erst	ADV	erst
vorbeilaße	VVFIN.3.Sg.Pres.Subj	vorbeilassen
;	$.	;
allein	ADV	allein
der	ART.Dat.Sg.Fem	der
Postillion	NN.Dat.Sg.Fem	Postillion
mochte	VVFIN.3.Sg.Past.Ind	mögen
sich	PRF.3.Acc.Sg	sich
anstrengen	VVINF.Inf	anstrengen
wie	KOKOM	wie
er	PPER.3.Nom.Sg.Masc	er
wollte	VMFIN.3.Sg.Past.Ind	wollen
,	$,	,
er	PPER.3.Nom.Sg.Masc	er
konnte	VMFIN.3.Sg.Past.Ind	können
doch	ADV	doch
keinen	PIAT.Acc.Sg.Masc	kein
einzigen	ADJA.Pos.Acc.Sg.Masc	einziger
Ton	NN.Acc.Sg.Masc	Ton
aus	APPR	aus
dem	ART.Dat.Sg.Neut	der
Horne	NN.Dat.Sg.Neut	Horne
hervorbringen	VVINF.Inf	hervorbringen
.	$.	.

