Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
eine	ART.Nom.Sg.Fem	ein
arme	ADJA.Pos.Nom.Sg.Fem	arm
Frau	NN.Nom.Sg.Fem	Frau
,	$,	,
die	PRELS.Nom.Sg.Fem	der
hatt	VAFIN.3.Sg.Pres.Ind	haben
'	$(	'
einen	ART.Acc.Sg.Masc	ein
Sohn	NN.Acc.Sg.Masc	Sohn
,	$,	,
den	PDS.Acc.Sg.Masc	der
konnte	VMFIN.3.Sg.Past.Ind	können
sie	PPER.3.Nom.Sg.Fem	sie
wegen	APPR	wegen
ihrer	PPOSAT.*.Sg.Fem	ihr
Armut	NN.*.Sg.Fem	Armut
nicht	PTKNEG	nicht
mit	APPR	mit
Speis	NE.Dat.Sg.*	Speis
ernähren	VVINF.Inf	ernähren
,	$,	,
mußt	VMFIN.3.Sg.Pres.Ind	müssen
ihm	PPER.3.Dat.Sg.Masc	ihm
also	ADV	also
die	ART.Acc.Sg.Fem	der
Brust	NN.Acc.Sg.Fem	Brust
reichen	VVINF.Inf	reichen
,	$,	,
bis	KOUS	bis
er	PPER.3.Nom.Sg.Masc	er
sieben	CARD	sieben
Jahr	NN.Acc.Sg.Neut	Jahr
alt	ADJD.Pos	alt
war	VAFIN.3.Sg.Past.Ind	sein
.	$.	.

