Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
König	NN.Nom.Sg.Masc	König
,	$,	,
der	PRELS.Nom.Sg.Masc	der
sehr	ADV	sehr
reich	ADJD.Pos	reich
war	VAFIN.3.Sg.Past.Ind	sein
;	$.	;
aber	KON	aber
zu	APPR	zu
seinem	PPOSAT.Dat.Sg.Masc	sein
eigenen	ADJA.Pos.Dat.Sg.Masc	eigen
Verdrusse	NN.Dat.Sg.Masc	Verdruß
hatte	VAFIN.3.Sg.Past.Ind	haben
er	PPER.3.Nom.Sg.Masc	er
einen	ART.Acc.Sg.Masc	ein
blauen	ADJA.Pos.Acc.Sg.Masc	blau
Bart	NN.Acc.Sg.Masc	Bart
,	$,	,
der	PRELS.Nom.Sg.Masc	der
ihn	PPER.3.Acc.Sg.Masc	ihn
so	ADV	so
widerlich	ADJD.Pos	widerlich
und	KON	und
abschreckend	ADJD.Pos	abschreckend
machte	VVFIN.3.Sg.Past.Ind	machen
,	$,	,
daß	KOUS	daß
jeder	PIS.Nom.Sg.Masc	jeder
,	$,	,
der	PRELS.Nom.Sg.Masc	der
ihn	PPER.3.Acc.Sg.Masc	ihn
sah	VVFIN.3.Sg.Past.Ind	sehen
,	$,	,
sich	PRF.3.Acc.Sg	sich
vor	APPR	vor
ihm	PPER.3.Dat.Sg.Masc	ihm
fürchtete	VVFIN.3.Sg.Past.Ind	fürchten
.	$.	.

