Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
Prinzessin	NN.Nom.Sg.Fem	Prinzessin
,	$,	,
die	PRELS.Nom.Sg.Fem	der
hatte	VAFIN.3.Sg.Past.Ind	haben
ein	ART.Acc.Sg.Neut	ein
Gesicht	NN.Acc.Sg.Neut	Gesicht
wie	KOKOM	wie
Milch	NN.Acc.Sg.Fem	Milch
und	KON	und
Blut	NN.Acc.Sg.Neut	Blut
so	ADV	so
wacker	ADJD.Pos	wacker
,	$,	,
und	KON	und
Hände	NN.Acc.Pl.Fem	Hand
so	ADV	so
weiß	VVFIN.3.Sg.Pres.Ind	wissen
wie	KOKOM	wie
Schnee	NN.Nom.Sg.Masc	Schnee
,	$,	,
und	KON	und
solche	PIAT.Nom.Pl.Fem	solcher
Prinzessinnen	NN.Nom.Pl.Fem	Prinzessin
verlangten	VVFIN.3.Pl.Past.Ind	verlangen
in	APPR	in
alten	ADJA.Pos.Dat.Pl.Fem	alt
Zeiten	NN.Dat.Pl.Fem	Zeit
immer	ADV	immer
viele	PIAT.Acc.Pl.Masc	vieler
Ritter	NN.Acc.Pl.Masc	Ritter
zu	PTKZU	zu
heirathen	VVINF.Inf	heirathen
.	$.	.

