Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
eine	ART.Nom.Sg.Fem	ein
Frau	NN.Nom.Sg.Fem	Frau
,	$,	,
die	PRELS.Nom.Sg.Fem	der
hatte	VAFIN.3.Sg.Past.Ind	haben
drei	CARD	drei
Töchter	NN.Acc.Pl.Fem	Tochter
,	$,	,
davon	PROAV	davon
hieß	VVFIN.3.Sg.Past.Ind	heißen
die	ART.Nom.Sg.Fem	der
älteste	ADJA.Sup.Nom.Sg.Fem	alt
Einäuglein	NN.Nom.Sg.Fem	Einäuglein
,	$,	,
weil	KOUS	weil
sie	PPER.3.Nom.Sg.Fem	sie
nur	ADV	nur
ein	ART.Acc.Sg.Neut	ein
einziges	ADJA.Pos.Acc.Sg.Neut	einziger
Auge	NN.Acc.Sg.Neut	Auge
mitten	ADV	mitten
auf	APPR	auf
der	ART.Dat.Sg.Fem	der
Stirn	NN.Dat.Sg.Fem	Stirn
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
und	KON	und
die	ART.Nom.Sg.Fem	der
mittelste	ADJA.Sup.Nom.Sg.Fem	mittel
Zweiäuglein	NN.Nom.Sg.Fem	Zweiäuglein
,	$,	,
weil	KOUS	weil
sie	PPER.3.Nom.Sg.Fem	sie
zwei	CARD	zwei
Augen	NN.Acc.Pl.Neut	Auge
hatte	VAFIN.3.Sg.Past.Ind	haben
wie	KOKOM	wie
andere	ADJA.Pos.Acc.Pl.Masc	anderer
Menschen	NN.Acc.Pl.Masc	Mensch
,	$,	,
und	KON	und
die	ART.Nom.Sg.Fem	der
jüngste	ADJA.Sup.Nom.Sg.Fem	jung
Dreiäuglein	NN.Nom.Sg.Fem	Dreiäuglein
,	$,	,
weil	KOUS	weil
sie	PPER.3.Nom.Sg.Fem	sie
drei	CARD	drei
Augen	NN.Acc.Pl.Neut	Auge
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
und	KON	und
das	ART.Nom.Sg.Neut	der
dritte	ADJA.Pos.Nom.Sg.Neut	dritte
stand	VVFIN.3.Sg.Past.Ind	stehen
bei	APPR	bei
ihr	PPER.3.Dat.Sg.Fem	ihr
gleichfalls	ADV	gleichfalls
mitten	ADV	mitten
auf	APPR	auf
der	ART.Dat.Sg.Fem	der
Stirne	NN.Dat.Sg.Fem	Stirne
.	$.	.

