Es	PPER.3.Nom.Sg.Neut	es
lebte	VVFIN.3.Sg.Past.Ind	leben
vor	APPR	vor
uralter	ADJA.Pos.Dat.Sg.Fem	uralter
Zeit	NN.Dat.Sg.Fem	Zeit
ein	ART.Nom.Sg.Masc	ein
wilder	ADJA.Pos.Nom.Sg.Masc	wilder
hochmüthiger	ADJA.Pos.Nom.Sg.Masc	hochmüthiger
Mann	NN.Nom.Sg.Masc	Mann
im	APPRART.Dat.Sg.Neut	in
Lande	NN.Dat.Sg.Neut	Land
Barschis	NE.Nom.Sg.Masc	Barschis
,	$,	,
der	PRELS.Nom.Sg.Masc	der
Niemand	PIS.Nom.Sg.Masc	niemand
über	APPR	über
sich	PRF.3.Acc.Sg	sich
leiden	VVINF.Inf	leiden
wollte	VMFIN.3.Sg.Past.Ind	wollen
,	$,	,
und	KON	und
selbst	ADV	selbst
nach	APPR	nach
seinem	PPOSAT.Dat.Sg.Masc	sein
Khan	NN.Dat.Sg.Masc	Khan
oder	KON	oder
Fürsten	NN.Dat.Sg.Masc	Fürst
nichts	PIS.*.*.Neut	nichts
fragte	VVFIN.3.Sg.Past.Ind	fragen
,	$,	,
der	PRELS.Nom.Sg.Masc	der
doch	ADV	doch
viel	ADV	viel
mächtiger	ADJD.Comp	mächtig
war	VAFIN.3.Sg.Past.Ind	sein
als	KOKOM	als
er	PPER.3.Nom.Sg.Masc	er
.	$.	.

