Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
Mühle	NN.Nom.Sg.Fem	Mühle
,	$,	,
darin	PROAV	darin
wurden	VAFIN.3.Pl.Past.Ind	werden
in	APPR	in
jeder	PIAT.Dat.Sg.Fem	jeder
Nacht	NN.Dat.Sg.Fem	Nacht
den	ART.Dat.Pl.Fem	der
Mühlknappen	NN.Dat.Pl.Fem	Mühlknappe
die	ART.Nom.Pl.Masc	der
Hälse	NN.Nom.Pl.Masc	Hals
abgeschnitten	VVPP.Psp	abschneiden
,	$,	,
sodaß	KOUS	sodaß
der	ART.Nom.Sg.Masc	der
Müller	NN.Nom.Sg.Masc	Müller
gar	ADV	gar
keinen	PIAT.Dat.Pl.Fem	kein
Mühlknappen	NN.Dat.Pl.Fem	Mühlknappe
mehr	ADV	mehr
annehmen	VVINF.Inf	annehmen
wollte	VMFIN.3.Sg.Past.Ind	wollen
.	$.	.

