Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
alter	ADJA.Pos.Nom.Sg.Masc	alter
Soldat	NN.Nom.Sg.Masc	Soldat
,	$,	,
der	PRELS.Nom.Sg.Masc	der
hatte	VAFIN.3.Sg.Past.Ind	haben
dem	ART.Dat.Sg.Masc	der
König	NN.Dat.Sg.Masc	König
dreißig	CARD	dreißig
Jahre	NN.Acc.Pl.Neut	Jahr
auf	APPR	auf
dem	ART.Dat.Sg.Masc	der
linken	ADJA.Pos.Dat.Sg.Masc	linker
Absatze	NN.Dat.Sg.Masc	Absatz
gedient	VVPP.Psp	dienen
und	KON	und
bekam	VVFIN.3.Sg.Past.Ind	bekommen
zuletzt	ADV	zuletzt
einen	ART.Acc.Sg.Masc	ein
Bettelbrief	NN.Acc.Sg.Masc	Bettelbrief
,	$,	,
damit	PROAV	damit
konnte	VMFIN.3.Sg.Past.Ind	können
er	PPER.3.Nom.Sg.Masc	er
betteln	VVINF.Inf	betteln
,	$,	,
so	ADV	so
viel	ADV	viel
er	PPER.3.Nom.Sg.Masc	er
wollte	VMFIN.3.Sg.Past.Ind	wollen
.	$.	.

