Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Einsiedler	NN.Nom.Sg.Masc	Einsiedler
,	$,	,
der	PRELS.Nom.Sg.Masc	der
lebte	VVFIN.3.Sg.Past.Ind	leben
in	APPR	in
einem	ART.Dat.Sg.Masc	ein
Walde	NN.Dat.Sg.Masc	Wald
an	APPR	an
dem	ART.Dat.Sg.Masc	der
Fuße	NN.Dat.Sg.Masc	Fuß
eines	ART.Gen.Sg.Masc	ein
Berges	NN.Gen.Sg.Masc	Berg
und	KON	und
brachte	VVFIN.3.Sg.Past.Ind	bringen
seine	PPOSAT.Acc.Sg.Fem	sein
Zeit	NN.Acc.Sg.Fem	Zeit
in	APPR	in
Gebet	NN.Dat.Sg.Neut	Gebet
und	KON	und
guten	ADJA.Pos.Dat.Pl.Neut	gut
Werken	NN.Dat.Pl.Neut	Werk
zu	PTKVZ	zu
,	$,	,
und	KON	und
jeden	PIAT.Acc.Sg.Masc	jeder
Abend	NN.Acc.Sg.Masc	Abend
trug	VVFIN.3.Sg.Past.Ind	tragen
er	PPER.3.Nom.Sg.Masc	er
noch	ADV	noch
zur	APPRART.Dat.Sg.Fem	zu
Ehre	NN.Dat.Sg.Fem	Ehre
Gottes	NN.Gen.Sg.Masc	Gott
ein	ART.*.*.*	ein
paar	PIAT.*.*.*	paar
Eimer	NE.Nom.Sg.Masc	Eimer
Wasser	NE.Nom.Sg.Masc	Wasser
den	ART.Acc.Sg.Masc	der
Berg	NN.Acc.Sg.Masc	Berg
hinauf	PTKVZ	hinauf
.	$.	.

