Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
böser	ADJA.Pos.Nom.Sg.Masc	böser
und	KON	und
übermütiger	ADJA.Pos.Nom.Sg.Masc	übermütiger
Fürst	NN.Nom.Sg.Masc	Fürst
,	$,	,
der	PRELS.Nom.Sg.Masc	der
nur	ADV	nur
darauf	PROAV	darauf
sann	VVFIN.3.Sg.Past.Ind	sinnen
,	$,	,
alle	PIAT.Acc.Pl.Neut	aller
Länder	NN.Acc.Pl.Neut	Land
der	ART.Gen.Sg.Fem	der
Erde	NN.Gen.Sg.Fem	Erde
zu	PTKZU	zu
erobern	VVINF.Inf	erobern
und	KON	und
durch	APPR	durch
seinen	PPOSAT.Acc.Sg.Masc	sein
Namen	NN.Acc.Sg.Masc	Name
Furcht	NN.Acc.Sg.Fem	Furcht
einzuflößen	VVIZU.Infzu	einflößen
.	$.	.

