Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Müller	NN.Nom.Sg.Masc	Müller
,	$,	,
der	PRELS.Nom.Sg.Masc	der
war	VAFIN.3.Sg.Past.Ind	sein
schon	ADV	schon
an	APPR	an
sich	PRF.3.Dat.Sg	sich
sehr	ADV	sehr
stark	ADJD.Pos	stark
und	KON	und
dick	ADJD.Pos	dick
,	$,	,
wollte	VMFIN.3.Sg.Past.Ind	wollen
aber	ADV	aber
auch	ADV	auch
fest	ADJD.Pos	fest
sein	VAINF.Inf	sein
gegen	APPR	gegen
Hieb	NN.Acc.Sg.Masc	Hieb
und	KON	und
Stich	NN.Acc.Sg.Masc	Stich
,	$,	,
gegen	APPR	gegen
Bolz	NE.Acc.Sg.*	Bolz
und	KON	und
Pfeil	NN.Acc.Sg.Masc	Pfeil
,	$,	,
darum	PROAV	darum
steckte	VVFIN.3.Sg.Past.Ind	stecken
er	PPER.3.Nom.Sg.Masc	er
sich	PRF.3.Acc.Sg	sich
in	APPR	in
eine	ART.Acc.Sg.Fem	ein
wunderliche	ADJA.Pos.Acc.Sg.Fem	wunderlich
Kleidung	NN.Acc.Sg.Fem	Kleidung
.	$.	.

