Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Soldat	NN.Nom.Sg.Masc	Soldat
,	$,	,
der	PRELS.Nom.Sg.Masc	der
hatte	VAFIN.3.Sg.Past.Ind	haben
dem	ART.Dat.Sg.Masc	der
König	NN.Dat.Sg.Masc	König
lange	ADJA.Pos.Acc.Pl.Neut	lang
Jahre	NN.Acc.Pl.Neut	Jahr
treu	ADJD.Pos	treu
gedient	VVPP.Psp	dienen
:	$.	:
als	KOUS	als
aber	ADV	aber
der	ART.Nom.Sg.Masc	der
Krieg	NN.Nom.Sg.Masc	Krieg
zu	APPR	zu
Ende	NN.Dat.Sg.Neut	Ende
war	VAFIN.3.Sg.Past.Ind	sein
und	KON	und
der	ART.Nom.Sg.Masc	der
Soldat	NN.Nom.Sg.Masc	Soldat
,	$,	,
der	PRELS.Nom.Sg.Masc	der
vielen	PIAT.Dat.Pl.Fem	vieler
Wunden	NN.Dat.Pl.Fem	Wunde
wegen	APPO.Gen	wegen
,	$,	,
die	PRELS.Acc.Pl.Fem	der
er	PPER.3.Nom.Sg.Masc	er
empfangen	VVPP.Psp	empfangen
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
nicht	PTKNEG	nicht
weiter	ADV	weiter
dienen	VVINF.Inf	dienen
konnte	VMFIN.3.Sg.Past.Ind	können
,	$,	,
sprach	VVFIN.3.Sg.Past.Ind	sprechen
der	ART.Nom.Sg.Masc	der
König	NN.Nom.Sg.Masc	König
zu	APPR	zu
ihm	PPER.3.Dat.Sg.Masc	ihm
»	$(	»
du	PPER.2.Nom.Sg.*	du
kannst	VVFIN.2.Sg.Pres.Ind	kennen
heim	ADJD.Pos	heim
gehen	VVINF.Inf	gehen
,	$,	,
ich	PPER.1.Nom.Sg.*	ich
brauche	VVFIN.1.Sg.Pres.Ind	brauchen
dich	PPER.2.Acc.Sg.*	dich
nicht	PTKNEG	nicht
mehr	ADV	mehr
:	$.	:
Geld	NN.Acc.Sg.Neut	Geld
bekommst	VVFIN.2.Sg.Pres.Ind	bekommen
du	PPER.2.Nom.Sg.*	du
weiter	ADV	weiter
nicht	PTKNEG	nicht
,	$,	,
denn	KON	denn
Lohn	NN.Acc.Sg.Masc	Lohn
erhält	VVFIN.3.Sg.Pres.Ind	erhalten
nur	ADV	nur
der	PDS.Nom.Sg.Masc	der
,	$,	,
welcher	PRELS.Nom.Sg.Masc	welcher
mir	PPER.1.Dat.Sg.*	mir
Dienste	NN.Acc.Pl.Masc	Dienst
dafür	PROAV	dafür
leistet	VVFIN.3.Sg.Pres.Ind	leisten
.	$.	.
«	$(	«

