Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
ein	ART.Nom.Sg.Masc	ein
Hund	NN.Nom.Sg.Masc	Hund
,	$,	,
der	PRELS.Nom.Sg.Masc	der
lag	VVFIN.3.Sg.Past.Ind	liegen
hungrig	ADJD.Pos	hungrig
und	KON	und
kummervoll	ADJD.Pos	kummervoll
auf	APPR	auf
dem	ART.Dat.Sg.Neut	der
Felde	NN.Dat.Sg.Neut	Feld
,	$,	,
da	ADV	da
sang	VVFIN.3.Sg.Past.Ind	singen
über	APPR	über
ihm	PPER.3.Dat.Sg.Masc	ihm
eine	ART.Nom.Sg.Fem	ein
Lerche	NN.Nom.Sg.Fem	Lerche
ihr	PPOSAT.Acc.Sg.Neut	ihr
wonnigliches	ADJA.Pos.Acc.Sg.Neut	wonnigliches
Liedlein	NN.Acc.Sg.Neut	Liedlein
mit	APPR	mit
süßem	ADJA.Pos.Dat.Sg.Masc	süßem
Ton	NN.Dat.Sg.Masc	Ton
.	$.	.

