Es	PPER.3.Nom.Sg.Neut	es
geschah	VVFIN.3.Sg.Past.Ind	geschehen
einmal	ADV	einmal
,	$,	,
daß	KOUS	daß
vier	CARD	vier
junge	ADJA.Pos.Nom.Pl.Neut	jung
Mädchen	NN.Nom.Pl.Neut	Mädchen
ihren	PPOSAT.Dat.Pl.*	ihr
Eltern	NN.Dat.Pl.*	Eltern
entliefen	VVFIN.3.Pl.Past.Ind	entlaufen
,	$,	,
und	KON	und
sich	PRF.3.Acc.Pl	sich
in	APPR	in
der	ART.Dat.Sg.Fem	der
Irre	NN.Dat.Sg.Fem	Irre
im	APPRART.Dat.Sg.Neut	in
Lande	NN.Dat.Sg.Neut	Land
herumtrieben	VVFIN.3.Pl.Past.Ind	herumtreiben
,	$,	,
ohne	APPR	ohne
daß	KOUS	daß
man	PIS.Nom.Sg.*	man
ihrer	PPOSAT.Dat.Sg.Fem	ihr
wieder	ADV	wieder
habhaft	ADJD.Pos	habhaft
werden	VAINF.Inf	werden
konnte	VMFIN.3.Sg.Past.Ind	können
,	$,	,
denn	KON	denn
sie	PPER.3.Nom.Pl.Neut	sie
hielten	VVFIN.3.Pl.Past.Ind	halten
redlich	ADJD.Pos	redlich
zusammen	PTKVZ	zusammen
und	KON	und
zufällig	ADJD.Pos	zufällig
sahen	VVFIN.3.Pl.Past.Ind	sehen
sie	PPER.3.Nom.Pl.*	sie
sich	PRF.3.Acc.Pl	sich
auch	ADV	auch
untereinander	ADV	untereinander
sehr	ADV	sehr
ähnlich	ADJD.Pos	ähnlich
.	$.	.

