Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
an	APPR	an
einem	ART.Dat.Sg.Masc	ein
schönen	ADJA.Pos.Dat.Sg.Masc	schön
,	$,	,
hellen	ADJA.Pos.Dat.Sg.Masc	heller
Nachmittag	NN.Dat.Sg.Masc	Nachmittag
,	$,	,
da	ADV	da
stand	VVFIN.3.Sg.Past.Ind	stehen
Assad	NE.Nom.Sg.Masc	Assad
,	$,	,
ein	ART.Nom.Sg.Masc	ein
junger	ADJA.Pos.Nom.Sg.Masc	junger
Türke	NN.Nom.Sg.Masc	Türke
,	$,	,
der	PRELS.Nom.Sg.Masc	der
vor	APPR	vor
wenigen	PIAT.Dat.Pl.Masc	weniger
Tagen	NN.Dat.Pl.Masc	Tag
zum	APPRART.Dat.Sg.Neut	zu
ersten	ADJA.Pos.Dat.Sg.Neut	erster
Male	NN.Dat.Sg.Neut	Mal
die	ART.Acc.Sg.Fem	der
unermeßliche	ADJA.Pos.Acc.Sg.Fem	unermeßliche
Stadt	NN.Acc.Sg.Fem	Stadt
Bagdad	NE.Nom.Sg.Neut	Bagdad
betreten	VVPP.Psp	betreten
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
und	KON	und
sich	PRF.3.Acc.Sg	sich
nun	ADV	nun
mit	APPR	mit
stets	ADV	stets
gesteigertem	ADJA.Pos.Dat.Sg.Neut	gesteigertem
Erstaunen	NN.Dat.Sg.Neut	Erstaunen
unter	APPR	unter
all	PIAT.*.*.*	all
ihren	PPOSAT.Dat.Pl.Neut	ihr
Wundern	NN.Dat.Pl.Neut	Wunder
erging	VVFIN.3.Sg.Past.Ind	ergehen
,	$,	,
vor	APPR	vor
der	ART.Dat.Sg.Fem	der
Bude	NN.Dat.Sg.Fem	Bude
des	ART.Gen.Sg.Neut	der
reichsten	ADJA.Sup.Gen.Sg.Neut	reich
und	KON	und
angesehensten	ADJA.Sup.Gen.Sg.Neut	angesehen
Juweliers	NN.Gen.Sg.Neut	Juwelier
.	$.	.

