Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Bauer	NN.Nom.Sg.Masc	Bauer
,	$,	,
dem	PRELS.Dat.Sg.Masc	der
lag	VVFIN.3.Sg.Past.Ind	liegen
beim	APPRART.Dat.Sg.Neut	bei
Fahren	NN.Dat.Sg.Neut	Fahren
ein	ART.Nom.Sg.Masc	ein
Stein	NN.Nom.Sg.Masc	Stein
im	APPRART.Dat.Sg.Masc	in
Wege	NN.Dat.Sg.Masc	Weg
,	$,	,
den	PDS.Acc.Sg.Masc	der
hob	VVFIN.3.Sg.Past.Ind	heben
er	PPER.3.Nom.Sg.Masc	er
auf	PTKVZ	auf
und	KON	und
da	ADV	da
zischte	VVFIN.3.Sg.Past.Ind	zischen
eine	ART.Acc.Sg.Fem	ein
Schlange	NN.Acc.Sg.Fem	Schlange
darunter	PROAV	darunter
hervor	PTKVZ	hervor
,	$,	,
die	PRELS.Nom.Sg.Fem	der
unter	APPR	unter
dem	ART.Dat.Sg.Masc	der
Steine	NN.Dat.Sg.Masc	Stein
eingeklemmt	VVPP.Psp	einklemmen
gewesen	VAPP.Psp	sein
war	VAFIN.3.Sg.Past.Ind	sein
.	$.	.

