Es	PPER.3.Nom.Sg.Neut	es
lebte	VVFIN.3.Sg.Past.Ind	leben
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
Königin	NN.Nom.Sg.Fem	Königin
,	$,	,
die	PRELS.Nom.Sg.Fem	der
so	ADV	so
unglücklich	ADJD.Pos	unglücklich
war	VAFIN.3.Sg.Past.Ind	sein
,	$,	,
ein	ART.Acc.Sg.Neut	ein
schlechtes	ADJA.Pos.Nom.Sg.Neut	schlecht
Weib	NN.Acc.Sg.Neut	Weib
zur	APPRART.Dat.Sg.Fem	zu
Saugamme	NN.Dat.Sg.Fem	Saugamme
ihrer	PPOSAT.Gen.Sg.Fem	ihr
kleinen	ADJA.Pos.Gen.Sg.Fem	klein
Tochter	NN.Gen.Sg.Fem	Tochter
,	$,	,
die	PRELS.Nom.Sg.Fem	der
sie	PPER.3.Nom.Sg.Fem	sie
zärtlich	ADJD.Pos	zärtlich
liebte	VVFIN.3.Sg.Past.Ind	lieben
,	$,	,
zu	PTKZU	zu
bekommen	VVINF.Inf	bekommen
.	$.	.

