Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Mann	NN.Nom.Sg.Masc	Mann
,	$,	,
der	PRELS.Nom.Sg.Masc	der
hatte	VAFIN.3.Sg.Past.Ind	haben
eine	ART.Acc.Sg.Fem	ein
große	ADJA.Pos.Acc.Sg.Fem	groß
Reise	NN.Acc.Sg.Fem	Reise
vor	PTKVZ	vor
und	KON	und
beim	APPRART.Dat.Sg.Masc	bei
Abschied	NN.Dat.Sg.Masc	Abschied
fragte	VVFIN.3.Sg.Past.Ind	fragen
er	PPER.3.Nom.Sg.Masc	er
seine	PPOSAT.Acc.Pl.Fem	sein
drei	CARD	drei
Töchter	NN.Acc.Pl.Fem	Tochter
,	$,	,
was	PRELS.Acc.Sg.Neut	was
er	PPER.3.Nom.Sg.Masc	er
ihnen	PPER.3.Dat.Pl.*	ihnen
mitbringen	VVINF.Inf	mitbringen
sollte	VMFIN.3.Sg.Past.Ind	sollen
.	$.	.

