Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Masc	ein
Pfarrer	NN.Nom.Sg.Masc	Pfarrer
,	$,	,
der	PRELS.Nom.Sg.Masc	der
war	VAFIN.3.Sg.Past.Ind	sein
so	ADV	so
hartherzig	ADJD.Pos	hartherzig
und	KON	und
geizig	ADJD.Pos	geizig
,	$,	,
aber	KON	aber
seine	PPOSAT.Nom.Sg.Fem	sein
Frau	NN.Nom.Sg.Fem	Frau
war	VAFIN.3.Sg.Past.Ind	sein
mildthätig	ADJD.Pos	mildthätig
und	KON	und
wünschte	VVFIN.3.Sg.Past.Ind	wünschen
sehr	ADV	sehr
,	$,	,
daß	KOUS	daß
ihr	PPOSAT.Nom.Sg.Masc	ihr
Mann	NN.Nom.Sg.Masc	Mann
auch	ADV	auch
mildthätig	ADJD.Pos	mildthätig
würde	VAFIN.3.Sg.Past.Subj	werden
.	$.	.

