Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
böse	ADJA.Pos.Nom.Sg.Fem	böse
Fee	NN.Nom.Sg.Fem	Fee
,	$,	,
die	PRELS.Nom.Sg.Fem	der
heirathete	VVFIN.3.Sg.Past.Ind	heirathen
einen	ART.Acc.Sg.Masc	ein
König	NN.Acc.Sg.Masc	König
und	KON	und
aß	APPR	aß
des	ART.Gen.Sg.Masc	der
Mittags	NN.Gen.Sg.Masc	Mittag
nur	ADV	nur
mit	APPR	mit
einem	ART.Dat.Sg.Masc	ein
Ohrlöffel	NN.Dat.Sg.Masc	Ohrlöffel
und	KON	und
tadelte	VVFIN.3.Sg.Past.Ind	tadeln
ihren	PPOSAT.Acc.Sg.Masc	ihr
Mann	NN.Acc.Sg.Masc	Mann
,	$,	,
weil	KOUS	weil
er	PPER.3.Nom.Sg.Masc	er
so	ADV	so
viel	PIS.*.*.*	viel
äße	VVFIN.3.Sg.Past.Subj	essen
.	$.	.

