Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
ein	ART.Nom.Sg.Neut	ein
altes	ADJA.Pos.Nom.Sg.Neut	alt
Ehepaar	NN.Nom.Sg.Neut	Ehepaar
,	$,	,
das	PDS.Nom.Sg.Neut	der
war	VAFIN.3.Sg.Past.Ind	sein
sehr	ADV	sehr
arm	ADJD.Pos	arm
,	$,	,
wenn	KOUS	wenn
noch	ADV	noch
so	ADV	so
fleißig	ADJD.Pos	fleißig
,	$,	,
und	KON	und
der	ART.Nom.Sg.Masc	der
Mann	NN.Nom.Sg.Masc	Mann
nährte	VVFIN.3.Sg.Past.Ind	nähren
sich	PRF.3.Acc.Sg	sich
und	KON	und
seine	PPOSAT.Nom.Sg.Fem	sein
Frau	NN.Acc.Sg.Fem	Frau
,	$,	,
mit	APPR	mit
der	PRELS.Dat.Sg.Fem	der
er	PPER.3.Nom.Sg.Masc	er
ein	ART.Acc.Sg.Neut	ein
kleines	ADJA.Pos.Acc.Sg.Neut	klein
Häuschen	NN.Acc.Sg.Neut	Häuschen
nahe	APPR	nahe
einem	ART.Dat.Sg.Masc	ein
Walde	NN.Dat.Sg.Masc	Wald
bewohnte	VVFIN.3.Sg.Past.Ind	bewohnen
,	$,	,
von	APPR	von
Waldarbeit	NN.Dat.Sg.Fem	Waldarbeit
.	$.	.

