Es	PPER.3.Nom.Sg.Neut	es
ging	VVFIN.3.Sg.Past.Ind	gehen
einmal	ADV	einmal
ein	ART.Acc.Sg.Neut	ein
hübsches	ADJA.Pos.Acc.Sg.Neut	hübsche
Landmädchen	NN.Acc.Sg.Neut	Landmädchen
in	APPR	in
den	ART.Acc.Sg.Masc	der
Wald	NN.Acc.Sg.Masc	Wald
,	$,	,
um	KOUI	um
Futter	NN.Acc.Sg.Neut	Futter
für	APPR	für
ihre	PPOSAT.Acc.Sg.Fem	ihr
Kuh	NN.Acc.Sg.Fem	Kuh
zu	PTKZU	zu
holen	VVINF.Inf	holen
;	$.	;
wie	PWAV	wie
sie	PPER.3.Nom.Sg.Fem	sie
nun	ADV	nun
in	APPR	in
Gottes	NN.Gen.Sg.Masc	Gott
Namen	NN.Dat.Sg.Masc	Namen
grasete	VVFIN.3.Sg.Past.Ind	grasen
und	KON	und
an	APPR	an
gar	ADV	gar
nichts	PIAT.*.*.Neut	nichts
Arges	NN.Acc.Sg.Neut	Arge
dachte	VVFIN.3.Sg.Past.Ind	denken
,	$,	,
so	ADV	so
kamen	VVFIN.3.Pl.Past.Ind	kommen
auf	APPR	auf
einmal	ADV	einmal
vier	CARD	vier
Räuber	NN.Acc.Pl.Masc	Räuber
,	$,	,
umringten	VVFIN.3.Pl.Past.Ind	umringen
sie	PPER.3.Nom.Pl.*	sie
und	KON	und
führten	VVFIN.3.Pl.Past.Ind	führen
sie	PPER.3.Acc.Pl.*	sie
mit	APPR	mit
sich	PRF.3.Dat.Pl	sich
fort	PTKVZ	fort
,	$,	,
ohne	APPR	ohne
Gnad	NN.Acc.Sg.Masc	Gnad
und	KON	und
Barmherzigkeit	NN.Acc.Sg.Fem	Barmherzigkeit
,	$,	,
sie	PPER.3.Acc.Pl.*	sie
mochte	VVFIN.3.Sg.Past.Ind	mögen
schreien	VVINF.Inf	schreien
und	KON	und
zappeln	VVFIN.3.Pl.Pres.Ind	zappeln
,	$,	,
bitten	VVINF.Inf	bitten
und	KON	und
betteln	VVFIN.3.Pl.Pres.Ind	betteln
so	ADV	so
viel	PIS.*.*.*	viel
sie	PPER.3.Acc.Pl.*	sie
wollte	VMFIN.3.Sg.Past.Ind	wollen
.	$.	.

