Es	PPER.3.Nom.Sg.Neut	es
war	VAFIN.3.Sg.Past.Ind	sein
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
Mutter	NN.Nom.Sg.Fem	Mutter
,	$,	,
die	PRELS.Nom.Sg.Fem	der
hatte	VAFIN.3.Sg.Past.Ind	haben
drei	CARD	drei
Töchter	NN.Acc.Pl.Fem	Tochter
,	$,	,
davon	PROAV	davon
war	VAFIN.3.Sg.Past.Ind	sein
die	ART.Nom.Sg.Fem	der
älteste	ADJA.Sup.Nom.Sg.Fem	alt
unartig	ADJD.Pos	unartig
und	KON	und
bös	ADJD.Pos	bös
,	$,	,
die	ART.Nom.Sg.Fem	der
zweite	ADJA.Pos.Nom.Sg.Fem	zweiter
schon	ADV	schon
viel	ADV	viel
besser	ADJD.Comp	gut
,	$,	,
obgleich	KOUS	obgleich
sie	PPER.3.Nom.Sg.Fem	sie
auch	ADV	auch
ihre	PPOSAT.Acc.Pl.Masc	ihr
Fehler	NN.Acc.Pl.Masc	Fehler
hatte	VAFIN.3.Sg.Past.Ind	haben
,	$,	,
die	ART.Nom.Sg.Fem	der
jüngste	ADJA.Sup.Nom.Sg.Fem	jung
aber	ADV	aber
war	VAFIN.3.Sg.Past.Ind	sein
ein	ART.Nom.Sg.Neut	ein
frommes	ADJA.Pos.Nom.Sg.Neut	frommes
gutes	ADJA.Pos.Nom.Sg.Neut	gut
Kind	NN.Nom.Sg.Neut	Kind
.	$.	.

